urdu,nagari,transliteration,count
سرشکِ سر,सिरिशक‐ए‐सर,sirishk-e sar,1
ٹپکتا,टपकता,;tapaktaa,1
حلقہِ دامِ ہواے گل,हलक़ा‐ए‐दाम‐ए‐हवा‐ए‐गुल,;halqah-e daam-e havaa-e gul,1
ناگہاں,नागहाँ,naagahaa;n,1
اہلِ نظر,अहल‐ए‐नज़र,ahl-e na:zar,1
لاتے,लाते,laate,1
بدر,बदर,badr,1
فریبِ ہستی,फ़रेब‐ए‐हसती,fareb-e hastii,1
باغ بان,बाग़बान,baa;g-baan,1
خدا پرست,ख़ुदापरसत,;xudaa-parast,1
وقتِ وداعِ بہار,वक़त‐ए‐विदा‐ए‐बहार,vaqt-e vidaa((-e bahaar,1
کانٹوں,कांटों,kaa;n;to;n,1
آئنہ داریِ یک,आइनादारी‐ए‐यक,aa))inah-daarii-e yak,1
محوِ تماشاے شکستِ دل,महव‐ए‐तमाशा‐ए‐शिकसत‐ए‐दिल,ma;hv-e tamaashaa-e shikast-e dil,1
غمِ ہستی,ग़म‐ए‐हसती,;gam-e hastii,1
سر گرمِ جفا,सरगरम‐ए‐जफ़ा,sar-garm-e jafaa,1
نامہ,नामा,naamah,1
عادت,आदत,((aadat,1
حجّت,हुजजत,;hujjat,1
خوشامد طلبوں,ख़ुशामदतलबों,;xvushaamad-:talabo;n,1
شمعِ کشتہ,शम‐ए‐कुशता,sham((-e kushtah,1
عیشِ رفتہ,ऐश‐ए‐रफ़ता,((aish-e raftah,1
خاکِ شہیداں,ख़ाक‐ए‐शहीदाँ,;xaak-e shahiidaa;n,1
نازشِ ہم نامیِ چشمِ خوباں,नाज़िश‐ए‐हमनामी‐ए‐चशम‐ए‐ख़ूबाँ,naazish-e ham-naamii-e chashm-e ;xuubaa;n,1
مرہونِ حنا,मरहून‐ए‐हिना,marhuun-e ;hinaa,1
نازِ بستر,नाज़‐ए‐बिसतर,naaz-e bistar,1
سیہ پوش,सियापोश,siyah-posh,1
ایک سا,एकसा,ek-saa,1
دشنے,दशने,dashne,1
سائل,साइल,saa))il,1
شبِ حجراں,शब‐ए‐हिजराँ,shab-e ;hijraa;n,1
پنبہِ بالش,पुंबा‐ए‐बालिश,punbah-e baalish,1
بر خوردارِ بستر,बरख़ुरदार‐ए‐बिसतर,bar-;xvurdaar-e bistar,1
عذرِ وا ماندگی,उज़र‐ए‐वामांदगी,((u;zr-e vaa-maa;ndagii,1
تس,तिस,tis,1
جوشِ گل,जोश‐ए‐गुल,josh-e gul,1
دعوے,दावे,da((ve,1
ہم نفسوں,हमनफ़सों,ham-nafaso;n,1
ثوابِ طاعت و زہد,सवाब‐ए‐ताअत‐ओ‐ज़ुहद,;savaab-e :taa((at-o-zuhd,1
گنجائش,गुंजाइश,gunjaa))ish,1
مسرّتِ پیغامِ یار,मुसररत‐ए‐पैग़ाम‐ए‐यार,musarrat-e pai;gaam-e yaar,1
وسعتِ سعیِ کرم,वुसअत‐ए‐सी‐ए‐करम,vus((at-e sa((ii-e karam,1
خونِ گرم,ख़ून‐ए‐गरम,;xuun-e garm,1
گھسےگا,घिसेगा,ghisegaa,1
خیالِ مرگ,ख़याल‐ए‐मरग,;xayaal-e marg,1
قیس و کوہکن,क़ैस‐ओ‐कोहकन,qais-o-kohkan,1
جنونِ عشق,जुनून‐ए‐इशक़,junuun-e ((ishq,1
آہِ آتشیں,आह‐ए‐आतिशीं,aah-e aatishii;n,1
راہ زن,राहज़न,raah-zan,1
سلوانے,सिलवाने,silvaane,1
پنبہ آگیں,पुंबाआगीं,punbah-aagii;n,1
پڑیں,पड़ीं,pa;rii;n,1
صفِ مژگاں,सफ़‐ए‐मिझ़गाँ,.saf-e mizhgaa;n,1
تمثال,तिमसाल,tim;saal,1
فروغِ مے,फ़ुरोग़‐ए‐मै,furo;g-e mai,1
پہچانتا,पहचानता,pahchaantaa,1
جویا,जूया,juuyaa,1
باجا,बाजा,baajaa,1
باغِ رضواں,बाग़‐ए‐रिज़वाँ,baa;g-e ri.zvaa;n,1
غرّہِ اوجِ بناے عالمِ امکاں,ग़ररा‐ए‐औज‐ए‐बिना‐ए‐आलम‐ए‐इमकाँ,;garrah-e auj-e binaa-e ((aalam-e imkaa;n,1
نواے سروش,नवा‐ए‐सरोश,navaa-e sarosh,1
افعی,अफ़ी,af((ii,1
موے آتش دیدہ,मू‐ए‐आतिशदीदा,muu-e aatish-diidah,1
بازارِ دوست,बाज़ार‐ए‐दोसत,baazaar-e dost,1
مے خانہِ جگر,मैख़ाना‐ए‐जिगर,mai-;xaanah-e jigar,1
بتِ بیداد گر,बुत‐ए‐बेदादगर,but-e bedaad-gar,1
منکرِ وفا,मुंकर‐ए‐वफ़ा,munkar-e vafaa,1
بزمِ شاہنشاہ,बज़म‐ए‐शाहिंशाह,bazm-e shaahinshaah,1
خوے یار,ख़ू‐ए‐यार,;xuu-e yaar,1
دماغِ آہوے دشتِ تتار,दिमाग़‐ए‐आहू‐ए‐दशत‐ए‐ततार,dimaa;g-e aahuu-e dasht-e tataar,1
گوشِ محبّت,गोश‐ए‐मुहबबत,gosh-e mu;habbat,1
وداعِ ہوش,विदा‐ए‐होश,vidaa((-e hosh,1
عاشقِ بیمار,आशिक़‐ए‐बीमार,((aashiq-e biimaar,1
شور,शोर,shor,1
ہرزہ,हरज़ा,harzah,1
جوشِ گریہ,जोश‐ए‐गिरया,josh-e giryah,1
دبا,दबा,dabaa,1
لاتا,लाता,laataa,1
افسانہ,अफ़साना,afsaanah,1
یادگارِ نالہ,यादगार‐ए‐नाला,yaadgaar-e naalah,1
بے کثافت,बेकसाफ़त,be-ka;saafat,1
خندہِ احباب,ख़ंदा‐ए‐अहबाब,;xandah-e a;hbaab,1
محرمیِ حسن,महरमी‐ए‐हुसन,ma;hramii-e ;husn,1
صلے,सिले,.sile,1
سوزشِ دل,सोज़िश‐ए‐दिल,sozish-e dil,1
دلِ حسرت زدہ,दिल‐ए‐हसरतज़दा,dil-e ;hasrat-zadah,1
تنِ مجروحِ عاشق,तन‐ए‐मजरूह‐ए‐आशिक़,tan-e majruu;h-e ((aashiq,1
باوجودِ دل جمعی,बावुजूद‐ए‐दिलजमी,baavujuud-e dil-jam((ii,1
جمع و خرج,जम‐ओ‐ख़रज,jam((-o-;xarj,1
فیض,फ़ैज़,fai.z,1
نوازشہاے بے جا,नवाज़िशहा‐ए‐बेजा,navaazish'haa-e be-jaa,1
لگاوٹ,लगावट,lagaava;t,1
علیہ,अलीह,((aliih,1
عاشقی,आशिक़ी,((aashiqii,1
نسیمِ مصر,नसीम‐ए‐मिसर,nasiim-e mi.sr,1
ننگِ پیراہن,नंग‐ए‐पैराहन,nang-e pairaahan,1
عقیدہ,अक़ीदा,((aqiidah,1
آزمانا,आज़माना,aazmaanaa,1
موجِ بوے گل,मौज‐ए‐बू‐ए‐गुल,mauj-e buu-e gul,1
جوشِ جنوں,जोश‐ए‐जुनूँ,josh-e junuu;n,1
اجزاے پریشاں,अजज़ा‐ए‐परेशाँ,ajzaa-e pareshaa;n,1
اشتیاق انگیز,इशतियाक़अंगेज़,ishtiyaaq-angez,1
شمعِ سیہ خانہِ لیلیٰ,शम‐ए‐सियाख़ाना‐ए‐लैला,sham((-e siyah-;xaanah-e lail;aa,1
نظارہِ نرگس,नज़ारा‐ए‐नरगिस,na:zaarah-e nargis,1
رو کشِ خورشیدِ عالم تاب,रूकश‐ए‐ख़ुरशीद‐ए‐आलमताब,ruu-kash-e ;xvurshiid-e ((aalam-taab,1
خانہِ مجنونِ صحرا گرد,ख़ाना‐ए‐मजनून‐ए‐सहरागरद,;xaanah-e majnuun-e .sa;hraa-gard,1
نشان,निशान,nishaan,1
تراوش,तराविश,taraavish,1
مسلماں,मुसलमाँ,musalmaa;n,1
حسنِ فروغِ شمعِ سخن,हुसन‐ए‐फ़ुरोग़‐ए‐शम‐ए‐सुख़न,;husn-e furo;g-e sham((-e su;xan,1
ہوسِ زر,हवस‐ए‐ज़र,havas-e zar,1
جاں ستاں,जाँसिताँ,jaa;n-sitaa;n,1
بے التفاتی,बेइलतिफ़ाती,be-iltifaatii,1
گل چین,गुलचीन,gul-chiin,1
قصور,क़सूर,qa.suur,1
چارہِ غمِ الفت,चारा‐ए‐ग़म‐ए‐उलफ़त,chaarah-e ;gam-e ulfat,1
فلکِ پیر,फ़लक‐ए‐पीर,falak-e piir,1
بادہ خوار,बादाख़वार,baadah-;xvaar,1
بود,बूद,buud,1
شبنم استاں,शबनमइसताँ,shabnam-istaa;n,1
نوحہِ غم,नौहा‐ए‐ग़म,nau;hah-e ;gam,1
ہوجیو,हूजियो,huujiyo,1
چشمِ تنگ,चशम‐ए‐तंग,chashm-e tang,1
نالہہاے زار,नालहहा‐ए‐ज़ार,naalah'haa-e zaar,1
احوالِ بتاں,अहवाल‐ए‐बुताँ,a;hvaal-e butaa;n,1
فراقِ یار,फ़िराक़‐ए‐यार,firaaq-e yaar,1
بولے,बोले,bole,1
بتِ کافر,बुत‐ए‐काफ़िर,but-e kaafir,1
برقِ سوزِ دل,बरक़‐ए‐सोज़‐ए‐दिल,barq-e soz-e dil,1
نگہِ دیدہِ تصویر,निगा‐ए‐दीदा‐ए‐तसवीर,nigah-e diidah-e ta.sviir,1
بہرِ ملاقات,बहर‐ए‐मुलाक़ात,bahr-e mulaaqaat,1
بچّوں,बचचों,bachcho;n,1
سایہِ شاخِ گل,साया‐ए‐शाख़‐ए‐गुल,saayah-e shaa;x-e gul,1
اہلِ دہر,अहल‐ए‐दहर,ahl-e dahr,1
قدرِ شوق,क़दर‐ए‐शौक़,qadr-e shauq,1
نشو و نما,नशव‐ओ‐नुमा,nashv-o-numaa,1
نگہِ سرمہ سا,निगा‐ए‐सुरमासा,nigah-e surmah-saa,1
صورت خانہِ خمیازہ,सूरतख़ाना‐ए‐ख़मयाज़ा,.suurat-;xaanah-e ;xamyaazah,1
گلِ تر,गुल‐ए‐तर,gul-e tar,1
وحشت کدہ,वहशतकदा,va;hshat-kadah,1
اجزاے دو عالم دشت,अजज़ा‐ए‐दोआलमदशत,ajzaa-e do-((aalam-dasht,1
دھول دھپّا,धौलधपपा,dhaul-dhappaa,1
بوے دوست,बू‐ए‐दोसत,buu-e dost,1
خامہِ مژگاں,ख़ामा‐ए‐मिझ़गाँ,;xaamah-e mizhgaa;n,1
آبِ ہفت,आब‐ए‐हफ़त,aab-e haft,1
راہِ کوے یار,राह‐ए‐कू‐ए‐यार,raah-e kuu-e yaar,1
سر ب سر,सरबसर,sar-ba-sar,1
شعار,शिार,shi((aar,1
ناصیہ سا,नासियासा,naa.siyah-saa,1
عذرِ مستی,उज़र‐ए‐मसती,((u;zr-e mastii,1
گداے کوچہِ مے خانہ,गदा‐ए‐कूचा‐ए‐मैख़ाना,gadaa-e kuuchah-e mai-;xaanah,1
کھودیں,खोदें,khode;n,1
ابرِ گہر بار,अबर‐ए‐गुहरबार,abr-e guhar-baar,1
پریزادوں,परीज़ादों,pariizaado;n,1
فریادی,फ़रयादी,faryaadii,1
جلوہِ حسنِ غیور,जलवा‐ए‐हुसन‐ए‐ग़यूर,jalvah-e ;husn-e ;gayuur,1
اٹھیے,उठये,u;thye,1
اگاتا,उगाता,ugaataa,1
بے رونقی,बेरौनक़ी,be-raunaqii,1
شرارِ سنگ,शरार‐ए‐संग,sharaar-e sang,1
لڑیے,लड़िये,la;riye,1
آبروے شیوہِ اہلِ نظر,आबरू‐ए‐शेवा‐ए‐अहल‐ए‐नज़र,aabruu-e shevah-e ahl-e na:zar,1
بہنے,बहने,bahne,1
صورتِ قفلِ ابجد,सूरत‐ए‐क़ुफ़ल‐ए‐अबजद,.suurat-e qufl-e abjad,1
مہِ خورشید جمال,मा‐ए‐ख़ुरशीदजमाल,mah-e ;xvurshiid-jamaal,1
سیاستِ درباں,सियासत‐ए‐दरबाँ,siyaasat-e darbaa;n,1
بھروں,भरूँ,bharuu;n,1
دلیل,दलील,daliil,1
زینتِ جیبِ کفن,ज़ीनत‐ए‐जेब‐ए‐कफ़न,ziinat-e jeb-e kafan,1
اڑتی,उड़ती,u;rtii,1
موجِ ہستی,मौज‐ए‐हसती,mauj-e hastii,1
باد پیمائی,बादपेमाई,baad-pemaa))ii,1
روبکار,रूबकार,ruubkaar,1
کھویا,खोया,khoyaa,1
قیدِ ہستی,क़ैद‐ए‐हसती,qaid-e hastii,1
دردِ بے دوا,दरद‐ए‐बेदवा,dard-e be-davaa,1
راہبر,राहबर,raahbar,1
مضطرب,मुज़तरिब,mu.z:tarib,1
کھلنا,खुलना,khulnaa,1
ایجاد,ईजाद,iijaad,1
تقاضاے نگہ,तक़ाज़ा‐ए‐निगा,taqaa.zaa-e nigah,1
صرصرِ شوق,सरसर‐ए‐शौक़,.sar.sar-e shauq,1
دکھائی,दिखाई,dikhaa))ii,1
سکو,सको,sako,1
بلاتا,बुलाता,bulaataa,1
پیشے,पेशे,peshe,1
لرزے,लरज़े,larze,1
چاکِ جگر,चाक‐ए‐जिगर,chaak-e jigar,1
شرطِ استواری,शरत‐ए‐उसतुवारी,shar:t-e ustuvaarii,1
جادہِ راہِ وفا,जादा‐ए‐राह‐ए‐वफ़ा,jaadah-e raah-e vafaa,1
ہجومِ نالہ,हुजूम‐ए‐नाला,hujuum-e naalah,1
پڑھیے,पढ़ये,pa;rhye,1
لائی,लाई,laa))ii,1
نایاب,नायाब,naayaab,1
شاہِ دیں دار,शाह‐ए‐दींदार,shaah-e dii;n-daar,1
شب رو,शबरौ,shab-rau,1
شگفتگی,शिगुफ़तगी,shiguftagii,1
سلطاں,सुलताँ,sul:taa;n,1
منزل,मंज़िल,manzil,1
خوں گشتہ,ख़ूँगशता,;xuu;n-gashtah,1
رہزنِ تمکین و ہوش,रहज़न‐ए‐तमकीन‐ओ‐होश,rahzan-e tamkiin-o-hosh,1
سوے ظن,सू‐ए‐ज़न,suu-e :zan,1
دعائیں,दुआएं,du((aa))e;n,1
ساغر و مینا,साग़र‐ओ‐मीना,saa;gar-o-miinaa,1
گرفتارِ وفا,गिरिफ़तार‐ए‐वफ़ा,giriftaar-e vafaa,1
خم,ख़ुम,;xum,1
تپشِ دل,तपिश‐ए‐दिल,tapish-e dil,1
اہلِ جفا,अहल‐ए‐जफ़ा,ahl-e jafaa,1
فکر,फ़िकर,fikr,1
تیرِ نیم کش,तीर‐ए‐नीमकश,tiir-e niim-kash,1
دشنہِ مژگاں,दशना‐ए‐मिझ़गाँ,dashnah-e mizhgaa;n,1
سعیِ بے حاصل,सी‐ए‐बेहासिल,sa((ii-e be-;haa.sil,1
طوفانیِ کیفییتِ فصل,तूफ़ानी‐ए‐कैफ़ीयत‐ए‐फ़सल,:tuufaanii-e kaifiiyat-e fa.sl,1
خموشیوں,ख़मोशियों,;xamoshiyo;n,1
ہشیار,हुशयार,hushyaar,1
زخمِ تیغ,ज़ख़म‐ए‐तेग़,za;xm-e te;g,1
کھینچی,खेंची,khe;nchii,1
وصالِ یار,विसाल‐ए‐यार,vi.saal-e yaar,1
نشّہِ فکرِ سخن,नशशा‐ए‐फ़िकर‐ए‐सुख़न,nashshah-e fikr-e su;xan,1
کشایش,कुशायिश,kushaayish,1
نگاہِ آشنا,निगाह‐ए‐आशना,nigaah-e aashnaa,1
بنیں‌گے,बनेंगे,bane;nge,1
فراق,फ़िराक़,firaaq,1
اترے,उतरे,utre,1
تارِ دامن و تارِ نظر,तार‐ए‐दामन‐ओ‐तार‐ए‐नज़र,taar-e daaman-o-taar-e na:zar,1
ربط,रबत,rab:t,1
نا شناس,नाशिनास,naa-shinaas,1
نغمہہاے غم,नग़महहा‐ए‐ग़म,na;gmah'haa-e ;gam,1
مرغِ چمن,मुरग़‐ए‐चमन,mur;g-e chaman,1
بخیہِ چاکِ گریباں,बख़या‐ए‐चाक‐ए‐गरेबाँ,ba;xyah-e chaak-e garebaa;n,1
ضوقِ غفلتِ ساقی,ज़ौक़‐ए‐ग़फ़लत‐ए‐साक़ी,.zauq-e ;gaflat-e saaqii,1
خود آرا,ख़ुदआरा,;xvud-aaraa,1
وسعتِ مے خانہِ جنوں,वुसअत‐ए‐मैख़ाना‐ए‐जुनूँ,vus((at-e mai-;xaanah-e junuu;n,1
خطِّ جامِ مے,ख़तत‐ए‐जाम‐ए‐मै,;xa:t:t-e jaam-e mai,1
شوقِ فضول و جرئتِ رندانہ,शौक़‐ए‐फ़ुज़ूल‐ओ‐जुरअत‐ए‐रिंदाना,shauq-e fu.zuul-o-jur))at-e rindaanah,1
ذوقِ کاوشِ ناخن,ज़ौक़‐ए‐काविश‐ए‐नाख़ुन,;zauq-e kaavish-e naa;xun,1
بارِ بستر,बार‐ए‐बिसतर,baar-e bistar,1
قدرِ لب و دنداں,क़दर‐ए‐लब‐ओ‐दंदाँ,qadr-e lab-o-dandaa;n,1
بتِ بے داد فن,बुत‐ए‐बेदादफ़न,but-e be-daad-fan,1
تکرار,तकरार,takraar,1
دراز,दराज़,daraaz,1
مے و انگبیں,मै‐ओ‐अंगबीं,mai-o-angabii;n,1
پرتو,परतव,partav,1
جنونِ شوق,जुनून‐ए‐शौक़,junuun-e shauq,1
دلِ رنجور,दिल‐ए‐रंजूर,dil-e ranjuur,1
بے ادبوں,बेअदबों,be-adabo;n,1
رنگِ کاغذِ آتش زدہ,रंग‐ए‐काग़ज़‐ए‐आतिशज़दा,rang-e kaa;ga;z-e aatish-zadah,1
نثار,निसार,ni;saar,1
مرتبہ,मरतबा,martabah,1
بتِ نازک بدن,बुत‐ए‐नाज़ुकबदन,but-e naazuk-badan,1
کٹنے,कटने,ka;tne,1
قطعِ نظر,क़त‐ए‐नज़र,qa:t((-e na:zar,1
بت خانہ,बुतख़ाना,but-;xaanah,1
فریادِ دلہاے حزیں,फ़रयाद‐ए‐दिलहा‐ए‐हज़ीं,faryaad-e dil'haa-e ;hazii;n,1
شکستِ قیمتِ دل,शिकसत‐ए‐क़ीमत‐ए‐दिल,shikast-e qiimat-e dil,1
تیغِ دو دم,तेग़‐ए‐दोदम,te;g-e do-dam,1
لکھنئو,लखनऊ,lakhna))uu,1
مہ,मा,mah,1
سر گرمِ خرام,सरगरम‐ए‐ख़िराम,sar-garm-e ;xiraam,1
دیوارِ چمن,दीवार‐ए‐चमन,diivaar-e chaman,1
پاشنہ,पाशना,paashnah,1
ہجر,हजर,hajr,1
ننگِ سینہ,नंग‐ए‐सीना,nang-e siinah,1
جلوہِ موجِ شراب,जलवा‐ए‐मौज‐ए‐शराब,jalvah-e mauj-e sharaab,1
مدّعا طلبی,मुददआतलबी,mudda((aa-:talabii,1
قیاس,क़ियास,qiyaas,1
ستم زدگاں,सितमज़दगाँ,sitam-zadagaa;n,1
غارت گری,ग़ारतगरी,;gaarat-garii,1
صبر طلب,सबरतलब,.sabr-:talab,1
غمِ محرومیِ جاوید,ग़म‐ए‐महरूमी‐ए‐जावेद,;gam-e ma;hruumii-e jaaved,1
جاں گداز,जाँगुदाज़,jaa;n-gudaaz,1
عقدہِ دل,उक़दा‐ए‐दिल,((uqdah-e dil,1
آبادِ تمنّا,आबाद‐ए‐तमन्ना,aabaad-e tamannaa,1
جلوہ گاہ,जलवागाह,jalvah-gaah,1
عنایت,इनायत,((inaayat,1
وجہِ تسلی,वजह‐ए‐तसलली,vaj'h-e tasallii,1
منّت کشِ گلبانگِ تسلی,मिन्नतकश‐ए‐गुलबांग‐ए‐तसलली,minnat-kash-e gulbaa;ng-e tasallii,1
شہرت,शुहरत,shuhrat,1
